"","wHI","w0","Harmful Intent","Self Interest"
"426",0.26,-4,81.3912129864098,66.5743956587591
"427",0.26,-3.5,89.4704436860068,71.1992177951601
"428",0.26,-3,89.3484662576687,73.2033174164363
"429",0.26,-2.5,101.32576577468,87.4826468609506
"430",0.26,-2,96.4325442602881,93.8739993038635
"431",0.26,-1.5,100.850511815143,102.02168796234
"432",0.26,-1,101.429265665433,102.622356817157
"433",0.26,-0.5,126.305899675452,109.294805515346
"434",0.26,0,125.195997524242,113.099519556003
"435",0.26,0.5,110.546956703618,106.685126582278
"436",0.26,1,102.534533012292,97.6924831296368
"437",0.26,1.5,95.5781831758037,85.928207306712
"438",0.26,2,93.7022013985894,73.6091533674252
"439",0.26,2.5,82.8430034129693,65.0257375995174
"440",0.26,3,77.6270467725429,58.9349690294454
"441",0.26,3.5,79.3916590247501,57.334986212399
"442",0.26,4,72.1094430800919,49.9377464994788
"443",0.27,-4,83.2424324022233,71.0374594475656
"444",0.27,-3.5,90.2621629996901,72.4106841974422
"445",0.27,-3,83.848206792082,80.3447104875696
"446",0.27,-2.5,97.752954793597,86.7954838923286
"447",0.27,-2,96.4525552816513,99.518935097238
"448",0.27,-1.5,95.1473295431448,97.3789432862167
"449",0.27,-1,105.098311521074,101.342217535113
"450",0.27,-0.5,120.131648409661,105.229768786127
"451",0.27,0,126.696824706394,104.981138120219
"452",0.27,0.5,117.344852282901,107.784900894026
"453",0.27,1,110.196206352115,94.1545185106435
"454",0.27,1.5,101.01964374896,89.528622012393
"455",0.27,2,90.6330209762358,76.6336529466791
"456",0.27,2.5,76.4660035586151,67.4261098948131
"457",0.27,3,74.4337999375337,59.9552648431067
"458",0.27,3.5,71.3231941232485,57.9423115178039
"459",0.27,4,67.1731697217428,51.8217487016314
"460",0.28,-4,81.0016018114312,73.2294101609465
"461",0.28,-3.5,87.9461242411392,75.3227274607969
"462",0.28,-3,93.4343563949908,82.8104486796367
"463",0.28,-2.5,102.341113621777,85.0898000677736
"464",0.28,-2,96.784583485935,90.0487224442014
"465",0.28,-1.5,104.959449330882,95.354569117662
"466",0.28,-1,103.886813209458,103.620064034152
"467",0.28,-0.5,123.411807684486,112.402753766362
"468",0.28,0,112.491503546197,116.847752444391
"469",0.28,0.5,108.731235814873,103.839407800817
"470",0.28,1,107.321925984879,94.9917672091419
"471",0.28,1.5,99.3559918680329,85.9756649503132
"472",0.28,2,79.3831965202603,75.5436931365622
"473",0.28,2.5,71.4557045523681,66.6426346664823
"474",0.28,3,73.0564334085779,61.1967796034079
"475",0.28,3.5,68.6724074337974,58.4028423855507
"476",0.28,4,67.0815864463405,53.4353329664282
"477",0.29,-4,78.6272848991501,68.973062059559
"478",0.29,-3.5,89.1680635224712,73.3659020408803
"479",0.29,-3,91.4051124413525,81.6502960172228
"480",0.29,-2.5,96.66538344108,79.4840945943815
"481",0.29,-2,92.8945428773919,91.8582567463582
"482",0.29,-1.5,99.4547501836216,87.9924114263618
"483",0.29,-1,110.334790162698,107.919970359392
"484",0.29,-0.5,113.108303317634,110.087919693071
"485",0.29,0,109.604076635939,106.115770725389
"486",0.29,0.5,105.436985984015,101.848712071176
"487",0.29,1,103.620064034152,99.8888888888889
"488",0.29,1.5,97.7488724226804,86.0613565571833
"489",0.29,2,78.7644940773787,77.6281501556422
"490",0.29,2.5,75.7953135282233,67.5459851441728
"491",0.29,3,67.3670587848311,62.6930906363716
"492",0.29,3.5,68.1800307104603,59.6154388441698
"493",0.29,4,62.4356110224593,53.5838767042086
"494",0.3,-4,76.1058422005479,69.0122824974411
"495",0.3,-3.5,84.2410578286337,75.7112540274647
"496",0.3,-3,82.2218960299896,86.2444877542937
"497",0.3,-2.5,90.4364157223366,81.2531692493854
"498",0.3,-2,92.7379859089758,89.2813987039048
"499",0.3,-1.5,95.9138932021642,88.3607770807295
"500",0.3,-1,109.685523012552,103.537558118042
"501",0.3,-0.5,116.644982388569,109.331271395111
"502",0.3,0,107.034471720516,111.987881397638
"503",0.3,0.5,106.218274111675,100.885442082205
"504",0.3,1,99.9461663748772,96.6133702074464
"505",0.3,1.5,87.0833493892335,90.4708724461623
"506",0.3,2,78.1453897664835,80.2997221119492
"507",0.3,2.5,73.3389733208448,71.7117702670763
"508",0.3,3,63.4143061031955,64.1201096958318
"509",0.3,3.5,62.4118277265909,56.6861770081279
"510",0.3,4,60.2363051470588,55.4889406680642
"511",0.31,-4,76.7885409648789,74.9890154653095
"512",0.31,-3.5,76.2790161736361,76.8627492373785
"513",0.31,-3,83.348827863192,78.5241268087768
"514",0.31,-2.5,88.3951006931378,79.1124861782415
"515",0.31,-2,90.2163139897914,91.6905440117297
"516",0.31,-1.5,96.0927774739413,86.0189974681418
"517",0.31,-1,111.095647515918,99.0112038385535
"518",0.31,-0.5,112.564344344654,119.44612019866
"519",0.31,0,109.87400980762,106.979959550188
"520",0.31,0.5,106.541695996463,109.792835172788
"521",0.31,1,97.3516042780749,100.447543187151
"522",0.31,1.5,84.0569468047584,93.9903194578896
"523",0.31,2,77.6502244065194,78.5128382676575
"524",0.31,2.5,70.8500763774701,73.5350681525432
"525",0.31,3,62.0807540199398,62.2500484420652
"526",0.31,3.5,59.4467237092624,56.9383302968934
"527",0.31,4,55.8285678750898,55.9150197426123
"528",0.32,-4,75.7710397069841,74.7713633770679
"529",0.32,-3.5,77.9948231233822,76.85148268713
"530",0.32,-3,78.0825443120771,78.1086012650006
"531",0.32,-2.5,80.6368302934257,80.8825398784363
"532",0.32,-2,91.8582567463582,89.8483587622478
"533",0.32,-1.5,95.6237853169994,92.3740794249269
"534",0.32,-1,112.029996786303,92.5607730593014
"535",0.32,-0.5,108.310746937615,118.667511656331
"536",0.32,0,96.7588628189758,111.642965193927
"537",0.32,0.5,110.098461342038,111.8619159377
"538",0.32,1,98.9240738476586,100.259456151757
"539",0.32,1.5,82.0050201205229,90.6430491933878
"540",0.32,2,75.0835189309577,77.8946129819006
"541",0.32,2.5,68.1903170459405,71.6977272105681
"542",0.32,3,60.3933389299935,62.4203876254725
"543",0.32,3.5,56.5067066961772,56.4405242638681
"544",0.32,4,53.3907128309572,52.1405709621292
"545",0.33,-4,75.5123580047909,75.806535566683
"546",0.33,-3.5,79.5086839844906,75.9682203709092
"547",0.33,-3,80.5519911504425,79.6440528634361
"548",0.33,-2.5,80.9423769507803,86.3484605736089
"549",0.33,-2,87.0836965303172,91.3216870038501
"550",0.33,-1.5,96.1371797730393,87.3340094000818
"551",0.33,-1,106.194178344114,102.483224939835
"552",0.33,-0.5,108.537657808052,122.899191574826
"553",0.33,0,105.97095290762,111.652094804558
"554",0.33,0.5,104.643208987515,105.999919129837
"555",0.33,1,93.5303637484587,97.9436014771398
"556",0.33,1.5,75.6190036634263,97.572635575241
"557",0.33,2,73.2209831977557,80.7202575673971
"558",0.33,2.5,64.5627830411264,74.0686199164572
"559",0.33,3,56.5141132005184,64.1825906078127
"560",0.33,3.5,52.5340757152614,58.7989729013921
"561",0.33,4,52.5374448067877,55.8594026342189
"562",0.34,-4,72.9737855072593,75.7847958842664
"563",0.34,-3.5,75.9330128572769,71.7966161855182
"564",0.34,-3,75.5753157375204,82.1921982933767
"565",0.34,-2.5,76.6806368729203,85.705710653924
"566",0.34,-2,82.039203806467,86.5131696189899
"567",0.34,-1.5,95.4112078917907,86.0949345720482
"568",0.34,-1,103.796484003801,105.126633954165
"569",0.34,-0.5,103.312808580671,117.271150986578
"570",0.34,0,110.499241274659,113.019357620177
"571",0.34,0.5,104.361098371933,108.008187494953
"572",0.34,1,89.9,98.2924788078397
"573",0.34,1.5,75.5332452034728,90.3986184427411
"574",0.34,2,70.7228532117517,83.3398187145211
"575",0.34,2.5,63.9624094419487,73.7722190391177
"576",0.34,3,53.7235141356312,66.034005894355
"577",0.34,3.5,53.9643839068023,59.6201571261703
"578",0.34,4,52.8455107550292,55.2088958153444
"579",0.35,-4,68.931566037974,71.4456557287692
"580",0.35,-3.5,76.4391585488747,72.3071457493675
"581",0.35,-3,75.8218835757489,77.1138108545374
"582",0.35,-2.5,76.2059302325581,87.7014485965675
"583",0.35,-2,88.8513348626092,83.4634668799405
"584",0.35,-1.5,95.5551894275183,93.2701353003377
"585",0.35,-1,97.6214699280095,106.477822908205
"586",0.35,-0.5,97.4819277108434,126.11752887996
"587",0.35,0,107.952679252369,117.030535714286
"588",0.35,0.5,93.943972282865,103.316880303816
"589",0.35,1,88.2416857412145,100.231242515588
"590",0.35,1.5,78.4916809987592,90.1403743315508
"591",0.35,2,67.4136256845553,88.2684265463484
"592",0.35,2.5,62.208686440678,74.9959662423115
"593",0.35,3,54.7001292028485,65.9165154630051
"594",0.35,3.5,52.9870614973024,60.3861605086151
"595",0.35,4,48.9644099505104,55.7931594593766
"596",0.36,-4,65.9526677595529,71.9989321626672
"597",0.36,-3.5,74.4296577946768,75.1810205982627
"598",0.36,-3,75.4569758766476,74.1658518699584
"599",0.36,-2.5,77.494593229979,84.0724743467546
"600",0.36,-2,88.1468569560954,85.467083805527
"601",0.36,-1.5,107.269754286724,92.9609529699459
"602",0.36,-1,103.563736234215,104.625
"603",0.36,-0.5,98.6552843276572,124.429656350864
"604",0.36,0,114.582561140212,107.88
"605",0.36,0.5,93.2128273580518,108.804344397424
"606",0.36,1,83.7963176064442,96.4580917113606
"607",0.36,1.5,75.7745439914163,90.9484648818478
"608",0.36,2,63.9323968393327,87.6440962656667
"609",0.36,2.5,60.0132412247125,74.7175735437466
"610",0.36,3,54.8071712427746,65.8043313897739
"611",0.36,3.5,53.1113751219655,60.4668907442075
"612",0.36,4,51.6334915601426,56.2890364649539
"613",0.37,-4,67.9352130195916,71.720952221489
"614",0.37,-3.5,70.5535262714245,69.9154874884785
"615",0.37,-3,71.8564430254282,82.5192267981526
"616",0.37,-2.5,82.5476017437284,76.25913427973
"617",0.37,-2,84.3610979527948,83.8435942015636
"618",0.37,-1.5,103.38321312965,93.7669543420284
"619",0.37,-1,100.663542487455,110.010306578753
"620",0.37,-0.5,97.1230793854033,111.647529812606
"621",0.37,0,107.420258973939,105.386291457286
"622",0.37,0.5,90.3865249987587,107.548767499602
"623",0.37,1,82.1189737806597,108.194163794128
"624",0.37,1.5,76.2506166404497,94.4781057411612
"625",0.37,2,61.962425698999,88.1259958987461
"626",0.37,2.5,56.7617356660315,77.0096965537987
"627",0.37,3,53.912888251258,70.6313889263101
"628",0.37,3.5,51.7469922802452,60.9038403457008
"629",0.37,4,49.5884971387367,53.6925282647878
"630",0.38,-4,63.4649073113763,77.1991057040813
"631",0.38,-3.5,69.0736720067454,75.7062688580947
"632",0.38,-3,69.2334021049829,80.2384733202004
"633",0.38,-2.5,73.4217929198721,81.2032339001951
"634",0.38,-2,79.5860226479249,81.552452094836
"635",0.38,-1.5,94.5948364580071,91.8489876403408
"636",0.38,-1,106.168889551281,111.777778535807
"637",0.38,-0.5,93.8696966788938,108.926410754175
"638",0.38,0,105.942345027812,103.951406832165
"639",0.38,0.5,86.2499358426849,114.975149602376
"640",0.38,1,76.3796495284624,107.680768421883
"641",0.38,1.5,76.51957149946,93.9217580225399
"642",0.38,2,67.1761992619926,84.2167011909596
"643",0.38,2.5,54.5117678763924,76.9626701614949
"644",0.38,3,54.5646416466363,68.9618125742498
"645",0.38,3.5,51.0820935075948,62.5786923205462
"646",0.38,4,50.4947611485948,55.2546979953477
"647",0.39,-4,65.1568446545958,78.4139203430551
"648",0.39,-3.5,66.0542386342677,78.8605031460163
"649",0.39,-3,63.519036685466,81.0902004454343
"650",0.39,-2.5,75.9470919459377,81.5686923663809
"651",0.39,-2,83.1837930391098,82.4121392894688
"652",0.39,-1.5,96.8360658644412,93.9633678626474
"653",0.39,-1,105.667675450123,110.858864365265
"654",0.39,-0.5,96.1977175149536,110.058524707167
"655",0.39,0,99.2969814139461,99.5998504568361
"656",0.39,0.5,80.7533783242624,117.687272727273
"657",0.39,1,74.8427479033054,108.523099850969
"658",0.39,1.5,74.1809624709669,98.2276572401513
"659",0.39,2,62.9015864301626,89.6054941509114
"660",0.39,2.5,54.9745163303516,76.2609977669922
"661",0.39,3,51.9023521026372,70.5401609127358
"662",0.39,3.5,51.1106570513445,64.7343935203477
"663",0.39,4,49.4987220698239,57.8980846141002
"664",0.4,-4,63.1790067519888,64.7664440818698
"665",0.4,-3.5,69.6039916267599,76.6183328637515
"666",0.4,-3,66.7911710272068,80.1034277081632
"667",0.4,-2.5,76.1389987406419,87.7982613728162
"668",0.4,-2,82.9524742549895,80.1680986818284
"669",0.4,-1.5,100.52874261417,91.5061909735215
"670",0.4,-1,104.608467052621,105.138776813259
"671",0.4,-0.5,94.132204577837,114.695659782989
"672",0.4,0,99.5068469023821,92.7159447640901
"673",0.4,0.5,77.5503466490591,117.40791830885
"674",0.4,1,74.9527378859739,107.244477172312
"675",0.4,1.5,70.5019153832004,97.9225281087744
"676",0.4,2,62.0877528051567,89.3836835508469
"677",0.4,2.5,51.5965403437612,75.453935256876
"678",0.4,3,51.6087296162484,68.762688977233
"679",0.4,3.5,50.9011786854892,65.1024758710846
"680",0.4,4,46.4184860557769,56.9788732394366
"681",0.41,-4,60.2401255226664,74.0081464509186
"682",0.41,-3.5,62.5399361022364,77.2074727511769
"683",0.41,-3,63.0642862710268,83.8435942015636
"684",0.41,-2.5,77.3526381202265,88.5240520794077
"685",0.41,-2,84.4767981438515,81.7885708081503
"686",0.41,-1.5,94.6669825261342,93.3243242088655
"687",0.41,-1,103.16514079186,117.286891348233
"688",0.41,-0.5,85.395253929867,124.058681557901
"689",0.41,0,87.3595041322314,97.8510340955919
"690",0.41,0.5,75.2522393526689,110.246627605941
"691",0.41,1,71.5212079477831,110.262950244881
"692",0.41,1.5,70.6992785204491,99.23563676999
"693",0.41,2,62.2181357657138,90.2701198742168
"694",0.41,2.5,52.5196356319103,76.5074228558821
"695",0.41,3,50.4063296046074,69.7645528441437
"696",0.41,3.5,48.0907762740694,64.0909517643883
"697",0.41,4,46.8575992175278,60.5593626293204
"698",0.42,-4,56.1045745143495,70.8127183281668
"699",0.42,-3.5,64.113084284947,79.6803647416413
"700",0.42,-3,65.0761009012158,78.5707263737897
"701",0.42,-2.5,76.2516812413029,88.0521134651531
"702",0.42,-2,79.5503760420662,82.912595074111
"703",0.42,-1.5,93.1439389094258,93.0825551255193
"704",0.42,-1,100.026098901099,110.45752405094
"705",0.42,-0.5,84.5199405729142,119.897148063248
"706",0.42,0,83.7202083261477,102.674447751841
"707",0.42,0.5,77.9369460541635,105.025552434172
"708",0.42,1,71.3178387366368,115.859731746512
"709",0.42,1.5,68.4492028876523,99.5665609275869
"710",0.42,2,58.9954486697081,95.7898260096817
"711",0.42,2.5,50.1522080498085,79.9916758106625
"712",0.42,3,48.3890402907901,72.3128901168378
"713",0.42,3.5,47.1003337559183,66.3247730041979
"714",0.42,4,46.8926016027476,58.7724498004213
"715",0.43,-4,54.5052395209581,74.8512958504461
"716",0.43,-3.5,59.3055138289131,75.5885650224215
"717",0.43,-3,61.4534563707099,74.8589051657672
"718",0.43,-2.5,72.776627830019,83.2015346119227
"719",0.43,-2,81.6319895968791,87.4345612602661
"720",0.43,-1.5,94.2166474985624,93.1687005277045
"721",0.43,-1,90.6687566320199,109.524947524633
"722",0.43,-0.5,83.4268118192789,132.157894736842
"723",0.43,0,81.6763459621137,104.981138120219
"724",0.43,0.5,73.6203162421198,112.843439587175
"725",0.43,1,68.440053300807,114.73360982194
"726",0.43,1.5,67.8016759776536,101.147021556042
"727",0.43,2,58.5607046896208,96.7053219792268
"728",0.43,2.5,50.4729837445772,80.95687503011
"729",0.43,3,47.2111144808529,74.1943992863256
"730",0.43,3.5,44.528657504165,69.9020645166795
"731",0.43,4,45.2081328573646,61.8125245223795
"732",0.44,-4,55.4194952662181,79.7797863599014
"733",0.44,-3.5,61.3356106691624,76.9435143397875
"734",0.44,-3,60.3399589920553,80.6492341429378
"735",0.44,-2.5,72.0020962172507,78.8301492354196
"736",0.44,-2,83.4940905633744,86.3126383677576
"737",0.44,-1.5,93.2064641557359,96.2112748631417
"738",0.44,-1,89.8822454823738,113.680217309854
"739",0.44,-0.5,77.3587555950065,126.495322322568
"740",0.44,0,77.9591962971906,110.305077556956
"741",0.44,0.5,75.6954261954262,116.222993450862
"742",0.44,1,67.7947323830893,101.560826841511
"743",0.44,1.5,66.1395653003206,103.489163475583
"744",0.44,2,57.1577708006279,94.7589641117436
"745",0.44,2.5,52.6225310517986,81.702921812803
"746",0.44,3,47.683493898149,75.4296191176623
"747",0.44,3.5,45.8192778075687,69.9188440369517
"748",0.44,4,42.8158165515214,60.9704725746326
"749",0.45,-4,54.3346078847531,78.6008807909848
"750",0.45,-3.5,59.632363043769,79.3200731994249
"751",0.45,-3,56.5886760651429,79.1648547573491
"752",0.45,-2.5,72.2729378032642,82.0173352822803
"753",0.45,-2,82.6440976338076,83.6552342999085
"754",0.45,-1.5,86.669681857675,97.120200828685
"755",0.45,-1,91.7040154815094,106.909281323815
"756",0.45,-0.5,80.5105286240247,122.220771736921
"757",0.45,0,76.948663788498,104.08083535157
"758",0.45,0.5,72.8834613725028,111.18932372387
"759",0.45,1,65.4818333326672,111.418997490666
"760",0.45,1.5,64.5988660692108,96.6197797726371
"761",0.45,2,57.6902966155406,93.7181467181467
"762",0.45,2.5,50.6997635092535,85.110464089431
"763",0.45,3,45.6786018969238,76.5753618328424
"764",0.45,3.5,45.2161176305816,68.2322748568454
"765",0.45,4,44.2249295500923,60.7345179899451
"766",0.46,-4,54.5791828750028,76.1440410642977
"767",0.46,-3.5,59.9456678328874,83.0977272006847
"768",0.46,-3,58.9653524986706,77.9391705069124
"769",0.46,-2.5,65.6668577108366,84.5530899238808
"770",0.46,-2,84.7456290190977,87.7465386515569
"771",0.46,-1.5,83.3122734044879,93.5267599121489
"772",0.46,-1,93.3924151287017,108.654262224145
"773",0.46,-0.5,82.3595276872964,120.384092578986
"774",0.46,0,74.4228961031292,103.254211332312
"775",0.46,0.5,78.3565440293832,107.143662892876
"776",0.46,1,66.0462505454549,100.462170961867
"777",0.46,1.5,65.5206543157667,97.5865832612395
"778",0.46,2,56.856529377318,99.6884787327412
"779",0.46,2.5,49.3025568651996,90.3896415562491
"780",0.46,3,46.5432276749159,77.1456721646475
"781",0.46,3.5,44.420367849997,69.9510086455331
"782",0.46,4,44.1167145393019,62.5356394490055
"783",0.47,-4,56.5914124732854,75.5297632012944
"784",0.47,-3.5,54.4829913932351,81.5613834438248
"785",0.47,-3,60.6319733555371,74.6086968400896
"786",0.47,-2.5,67.8297453943283,87.4738894769086
"787",0.47,-2,81.4024344801888,86.0596613926419
"788",0.47,-1.5,82.0222623827308,91.417352489887
"789",0.47,-1,84.4550257731959,109.753303713925
"790",0.47,-0.5,78.588156574105,118.005981587083
"791",0.47,0,72.0933404762507,103.478705716844
"792",0.47,0.5,75.4865260839718,113.664444382779
"793",0.47,1,65.3231666292891,103.013360578434
"794",0.47,1.5,64.8165986889734,98.6025917049193
"795",0.47,2,54.6972530815513,93.7214972650245
"796",0.47,2.5,49.3822425533422,87.4206822956615
"797",0.47,3,44.1017224254463,77.9888830579088
"798",0.47,3.5,40.7323065487196,72.5549001634052
"799",0.47,4,40.9792562254772,64.1466570615342
"800",0.48,-4,54.2615499254843,76.7072926651989
"801",0.48,-3.5,54.9975831545875,83.9896193771626
"802",0.48,-3,60.095787056735,75.4622758283198
"803",0.48,-2.5,69.138088185029,86.3607493187293
"804",0.48,-2,81.0225312934631,80.1810454093892
"805",0.48,-1.5,87.8777273604943,88.6581774351302
"806",0.48,-1,85.7478738715164,100.941380866495
"807",0.48,-0.5,76.1107917428795,121.666010722825
"808",0.48,0,75.9114643661332,99.48917320444
"809",0.48,0.5,69.0699593508359,128.872034671533
"810",0.48,1,63.9323968393327,105.701760752493
"811",0.48,1.5,63.6050335023331,97.1940897920927
"812",0.48,2,55.8829799208019,96.4525552816513
"813",0.48,2.5,47.0616747775171,92.4710503703097
"814",0.48,3,42.473376815276,79.5550111920912
"815",0.48,3.5,40.1767635124407,67.3433150530375
"816",0.48,4,41.3828965015571,61.4553004025622
"817",0.49,-4,54.7074349976126,78.6759903961585
"818",0.49,-3.5,57.1452612414342,81.5670680481658
"819",0.49,-3,58.7749797991303,81.8011273428061
"820",0.49,-2.5,67.6078611800848,83.4841992091961
"821",0.49,-2,78.4653678720745,81.6421588168464
"822",0.49,-1.5,85.7236473795185,97.5459136515251
"823",0.49,-1,93.3917496978955,91.9572437423792
"824",0.49,-0.5,79.6706783369803,117.123397836856
"825",0.49,0,73.8043703490153,100.07573964497
"826",0.49,0.5,67.2186415366816,125.811263236299
"827",0.49,1,61.9104478739896,105.689487510704
"828",0.49,1.5,60.4111532367118,101.875785009886
"829",0.49,2,54.4147293258054,100.455395462906
"830",0.49,2.5,46.5937561319641,92.7179122974801
"831",0.49,3,41.8550514717293,78.1826792769751
"832",0.49,3.5,39.2922642854445,71.4163822525597
"833",0.49,4,39.3957882992818,61.8501506685
"834",0.5,-4,49.9406766293352,76.0467625899281
"835",0.5,-3.5,54.3690907084803,77.7859805751954
"836",0.5,-3,60.3108067318452,82.1708662927815
"837",0.5,-2.5,64.0464195841783,84.4103187615837
"838",0.5,-2,77.2766612741191,83.9131587135136
"839",0.5,-1.5,84.5671644487342,96.0593970591684
"840",0.5,-1,94.2140740836578,106.595762330052
"841",0.5,-0.5,78.3677876681861,109.792835172788
"842",0.5,0,68.284101103284,103.525782282944
"843",0.5,0.5,70.1504758968826,124.649514712679
"844",0.5,1,62.2803958220682,103.290012860601
"845",0.5,1.5,61.0201448012335,96.5014113624617
"846",0.5,2,52.81523118767,98.0618681956656
"847",0.5,2.5,45.8156902962772,94.3986322107455
"848",0.5,3,41.6395157047771,79.2104948276425
"849",0.5,3.5,41.2292185540951,69.8082478355716
"850",0.5,4,38.1694509739057,60.3839906241276
